Matrix;Primary somatosensory area, barrel field (L);Primary somatosensory area, barrel field (R);Primary somatosensory area, lower limb (L);Primary somatosensory area, lower limb (R);Supplemental somatosensory area (L);Supplemental somatosensory area (R);Olfactory areas (L);Olfactory areas (R);Hippocampal formation (L);Hippocampal formation (R);Cortical subplate (L);Cortical subplate (R);Striatum (L);Striatum (R);Pallidum (L);Pallidum (R);Thalamus (L);Thalamus (R);Hypothalamus (L);Hypothalamus (R)
Cortical subplate (L);0.235711998265051;-0.0804514926706509;0.135980048457976;0.0781557714177901;0.303388203223193;-0.348405749901272;-0.0656331126653513;0.343758586712512;-0.423932097703316;-0.101692869613062;1;0.264431162206074;-0.0102618651858165;-0.241530836425608;-0.629161486161305;-0.0774164549490827;-0.393960389262606;-0.316245513090186;-0.20055524642787;-0.27670020888295
Cortical subplate (R);0.0524803203446709;-9.13566234927304e-06;0.0405388385368334;-0.251969616939863;0.0290117525142834;-0.012160173362946;-0.0665588479858573;0.273780472990577;-0.247506785500791;-0.166622553750148;0.264431162206074;1;0.0823837190102139;-0.0813631823712728;-0.348870722865779;-0.05586215814843;-0.331179732195926;-0.313842649990661;-0.274687911149342;-0.10203872106141
Striatum (L);0.0316026221427399;-0.298501121551466;0.200074010476503;-0.0213206049018734;0.163917277024349;0.0513771165615639;-0.192796921438348;0.152934171377091;-0.335175439959221;-0.340196551919623;-0.0102618651858165;0.0823837190102139;1;0.192866265003729;-0.00509200054564548;0.415197545636568;-0.406707169156346;-0.510466269526739;-0.27800890233405;-0.2917250947425
Striatum (R);-0.294364658213542;-0.174432706974714;-0.202100040236788;-0.11048057926954;-0.0112406606916132;-0.0570442397532557;0.0105732136875281;0.0276046670452839;-0.12407521088992;-0.363022195785565;-0.241530836425608;-0.0813631823712728;0.192866265003729;1;0.363785384384609;0.401032930091825;-0.26984331935835;-0.237756588603271;-0.287523608168116;-0.148737241895619
Pallidum (L);-0.365969497729234;-0.0906832396963057;-0.222278626984791;-0.0871247183247659;-0.29575531766808;0.0662055485434843;0.110463552623093;-0.233997402021744;0.353927938129174;-0.130718295004671;-0.629161486161305;-0.348870722865779;-0.00509200054564548;0.363785384384609;1;0.228585423881451;0.226785218357712;0.140489351637737;0.0166251873257552;0.109951193398744
Pallidum (R);-0.12910048783684;-0.18555110148417;-0.048708977532685;-0.0620597327378983;0.0081682863278213;-0.248893230460286;-0.159475492281417;0.0676028319285058;-0.284609184652633;-0.321830434078638;-0.0774164549490827;-0.05586215814843;0.415197545636568;0.401032930091825;0.228585423881451;1;-0.397469040920782;-0.343921804091371;-0.338102564727562;-0.306492636570583
Thalamus (L);-0.461431541285825;0.14858681299923;-0.346078028895889;-0.0663605729654602;-0.655190282103445;0.0951718860732304;0.241711383954002;-0.476395808350721;0.853301368176314;0.504620662956308;-0.393960389262606;-0.331179732195926;-0.406707169156346;-0.26984331935835;0.226785218357712;-0.397469040920782;1;0.678413321473796;0.673777676140866;0.672727658920684
Thalamus (R);-0.174731101119637;0.550169656800977;-0.399748204432179;-0.115784517918157;-0.469624653141026;0.259351517029004;-0.0737990259279397;-0.509528299395831;0.454659895326502;0.185460999753634;-0.316245513090186;-0.313842649990661;-0.510466269526739;-0.237756588603271;0.140489351637737;-0.343921804091371;0.678413321473796;1;0.433818593656046;0.590401912913605
Hypothalamus (L);-0.181545686397252;0.00873408501288438;-0.107533909305542;0.0618382602987974;-0.390675022839763;0.220152008093658;-0.105078353866245;-0.472611361922162;0.436019301819551;0.392661507553267;-0.20055524642787;-0.274687911149342;-0.27800890233405;-0.287523608168116;0.0166251873257552;-0.338102564727562;0.673777676140866;0.433818593656046;1;0.508525110145593
Hypothalamus (R);-0.389391221739438;0.158800502949214;-0.386082463930198;-0.258287667769317;-0.576120762945657;0.0230020605601696;0.114252393645856;-0.340711567694615;0.539470842167209;0.197873483299364;-0.27670020888295;-0.10203872106141;-0.2917250947425;-0.148737241895619;0.109951193398744;-0.306492636570583;0.672727658920684;0.590401912913605;0.508525110145593;1
