Robustness test to random failure

Node removal

network efficiency	number of connected components	size of largest island	average of shortest path lengths	average of weighted shortest path lengths
0.4898989898989904	3	20	1.9631578947368422	0.6557471975898913
0.48665223665223717	3	20	1.9789473684210526	0.6696270689883694
0.48340548340548384	3	20	1.9947368421052631	0.6733998221707078
0.45310245310245323	4	19	1.8771929824561404	0.6421015448129636
0.44877344877344894	4	19	1.9005847953216375	0.6555114665403414
0.44660894660894673	4	19	1.9064327485380117	0.6714050295658711
0.4422799422799425	4	19	1.9298245614035088	0.6762540239128503
0.43939393939393956	4	19	1.9415204678362572	0.6798944554139609
0.435786435786436	4	19	1.95906432748538	0.6904588164627924
0.42821067821067865	4	19	2.0116959064327484	0.6965099845195194
0.4231601731601736	4	19	2.0409356725146197	0.7176022065441748
0.41847041847041894	4	19	2.0701754385964914	0.7364587269898935
0.4072150072150076	4	19	2.1871345029239766	0.8098720615026974
0.3979797979797984	4	19	2.2748538011695905	0.8521429598522523
0.39271284271284307	4	19	2.3157894736842106	0.8719826201600513
0.3891053391053395	4	19	2.3333333333333335	0.8833126430292048
0.3630591630591633	5	18	2.196078431372549	0.8385645685260159
0.35945165945165974	5	18	2.215686274509804	0.8385645685260159
0.3510822510822512	5	18	2.30718954248366	0.843294513966347
0.34639249639249653	5	18	2.3398692810457518	0.8782169787058803
0.3386002886002886	5	18	2.418300653594771	0.8849798933586649
0.292207792207792	6	16	2.175	0.8188216102905732
0.2867965367965366	6	16	2.225	0.8493745331282727
0.27994227994227966	6	16	2.3	0.8565621383380289
0.27525252525252497	6	16	2.341666666666667	0.9245823063145606
0.2655122655122653	6	16	2.5166666666666666	0.9753619612463597
0.2626262626262624	6	16	2.533333333333333	1.047761588912117
0.2575036075036073	6	16	2.6	1.0515798246476253
0.2511544011544009	6	16	2.675	1.071107954786787
0.24603174603174585	6	16	2.7416666666666667	1.1174312205287675
0.23376623376623373	6	16	2.9583333333333335	1.2099835527423612
0.2168418882704597	6	16	3.4916666666666667	1.3200918057004707
0.21359513502370647	6	16	3.5166666666666666	1.3231879561270625
0.19208925994640286	7	15	3.4285714285714284	1.2241033092597888
0.17047515976087416	8	14	3.3956043956043955	1.2174694910261172
0.16758915687487125	8	14	3.4175824175824174	1.2174694910261172
0.11399711399711403	9	8	2.107142857142857	0.8684416637313153
0.0966810966810967	10	8	2.107142857142857	0.8684416637313153
0.08261183261183261	11	7	1.9523809523809523	0.8758393129363358
0.07611832611832611	12	7	1.9523809523809523	0.8758393129363358
0.07070707070707072	12	7	2.2857142857142856	1.0915908619556165
0.06421356421356422	13	7	2.2857142857142856	1.0915908619556165
0.05988455988455989	14	7	2.2857142857142856	1.0915908619556165
0.05555555555555556	15	7	2.2857142857142856	1.0915908619556165
0.04329004329004328	16	6	2.1333333333333333	0.9446732745002311
0.03210678210678211	17	5	2.0	0.9555157361972307
0.023088023088023088	18	4	1.6666666666666667	0.9322019078407161
0.015151515151515152	19	3	1.3333333333333333	0.8447746244431952
0.008658008658008658	20	2	1.0	0.7975745406715823
0.004329004329004329	21	2	1.0	0.7975745406715823
